"Gene1","Gene2","cor","pvalue"
"KBTBD2","MYOD1",0.120844089558522,0.00013081045032562
"KBTBD2","PDPN",0.120621668921784,0.000134627456679417
"KBTBD2","CEACAM1",0.120448233746231,0.000137676258354551
"KBTBD2","NPSR1",0.120447582627299,0.00013768782572004
"KBTBD2","CDX2",0.120420215799966,0.000138174834866724
"KBTBD2","CRISP1",0.120419962682134,0.000138179346803389
"KBTBD2","KATNBL1",0.12040046545757,0.00013852731014891
"KBTBD2","ELMOD1",0.120375513182262,0.000138973831118517
"KBTBD2","ADAD1",0.120204388503906,0.000142072777543952
"KBTBD2","RAB3IP",0.120204222524976,0.000142075814605748
"KBTBD2","FPGT",0.120197844776733,0.00014219256010413
"KBTBD2","CXCL10",0.120186620275828,0.000142398245155162
"KBTBD2","ANKK1",0.120183287249962,0.000142459375542374
"KBTBD2","RNF214",0.12017484657162,0.000142614294800766
"KBTBD2","POGLUT3",0.120134439983364,0.000143358109683484
"KBTBD2","SMYD4",0.120069133240003,0.000144568010400057
"KBTBD2","ANKRD30B",0.120027915276358,0.000145336567316802
"KBTBD2","REG1A",0.120006363075504,0.000145739961112593
"KBTBD2","FAM216A",0.119882362764541,0.000148081409711097
"KBTBD2","CHD6",0.119835317973347,0.00014897895604641
"KBTBD2","ID2",0.11980732866215,0.000149515375334013
"KBTBD2","YBX3",0.119801262984126,0.000149631864078866
"KBTBD2","LIG4",0.119718422723619,0.000151231339059814
"KBTBD2","SLC19A3",0.119679060502355,0.000151996962224684
"KBTBD2","THNSL1",0.119568864275349,0.000154159779244035
"KBTBD2","C11orf42",0.119551490308596,0.000154503405684802
"KBTBD2","MTRF1",0.119516118171815,0.000155205230136679
"KBTBD2","ZNF35",0.119323096513306,0.000159088085225861
"KBTBD2","MVB12B",0.11926263718334,0.000160322946806085
"KBTBD2","PIM2",0.119250602660299,0.000160569820234579
"KBTBD2","GTSF1L",0.119225792737421,0.000161079892888507
"KBTBD2","NR1H4",0.119178520467019,0.000162055990437874
"KBTBD2","ARHGAP15",0.119162422482836,0.00016238965482145
"KBTBD2","CUBN",0.119003214275824,0.000165724516092235
"KBTBD2","ZMIZ2",0.118979287795261,0.00016623121894886
"KBTBD2","ACVR2A",0.118676408792807,0.000172772535013362
"KBTBD2","FAM24B",0.118586473349352,0.00017476095031209
"KBTBD2","SDC2",0.118532822055889,0.00017595735857941
"KBTBD2","TTPAL",0.118412253894175,0.000178674112412655
"KBTBD2","IFFO2",0.118381867577099,0.000179364991974884
"KBTBD2","SLC13A5",0.118317976562604,0.000180825841222251
"KBTBD2","DDAH1",0.118236908440807,0.00018269551987017
"KBTBD2","IGF1",0.118129336054316,0.000185204493870489
"KBTBD2","TAFA5",0.118033670173682,0.000187462900373964
"KBTBD2","ZDBF2",0.117916365455695,0.0001902674188461
"KBTBD2","ZNF135",0.117853385644678,0.000191789335796958
"KBTBD2","INO80D",0.117851162929888,0.000191843256173667
"KBTBD2","FAIM",0.117816692118119,0.000192681299531305
"KBTBD2","MINPP1",0.117667089373214,0.000196358357355383
"KBTBD2","UPP2",0.117586261463359,0.000198372304287805
"KBTBD2","ENKUR",0.117456976319059,0.000201633967974676
"KBTBD2","LY9",0.117313766287718,0.000205305629746041
"KBTBD2","PCDHGA9",0.1172713750574,0.000206404439266175
"KBTBD2","LST1",0.117256633154658,0.000206787850222456
"KBTBD2","ZNF425",0.117191317347358,0.000208494649179562
"KBTBD2","AGPAT1",0.117186256511486,0.000208627446321356
"KBTBD2","ARPP21",0.11706211737321,0.00021190982038755
"KBTBD2","CEP41",0.116963104882048,0.000214562466670816
"KBTBD2","KBTBD8",0.116707368208007,0.000221558681496467
"KBTBD2","RGMA",0.116700029831153,0.000221762559534137
"KBTBD2","PCNX2",0.116662802009061,0.000222799551116677
"KBTBD2","PLA2G2E",0.116647117122094,0.000223237817556777
"KBTBD2","H2AP",0.116587696889056,0.000224905475095151
"KBTBD2","KRTAP5-11",0.116577316955936,0.000225197988247589
"KBTBD2","BRWD1",0.116576435775871,0.000225222836878262
"KBTBD2","PRMT8",0.116487923927819,0.000227731940552017
"KBTBD2","OLFML2B",0.116406986501982,0.000230049234512597
"KBTBD2","LRTM1",0.116148484891533,0.000237599158031711
"KBTBD2","NTPCR",0.116075334538021,0.000239777393480219
"KBTBD2","HSD17B11",0.116039051829082,0.000240864729586537
"KBTBD2","EXOC7",0.115983163179962,0.000242548666203801
"KBTBD2","SELENOW",0.115975143085684,0.00024279121614379
"KBTBD2","PRR15L",0.115903065755362,0.000244981253925937
"KBTBD2","PDK3",0.115852059544449,0.00024654222013889
"KBTBD2","TRIM27",0.115769312790268,0.000249094385747755
"KBTBD2","STXBP4",0.115724399944868,0.000250489975230247
"KBTBD2","METTL22",0.11571069432494,0.000250917309842538
"KBTBD2","AHCYL2",0.11567662353214,0.000251982580605066
"KBTBD2","SLC2A12",0.115658850131391,0.000252539970186748
"KBTBD2","RAB23",0.115634684005941,0.000253299693588376
"KBTBD2","COLQ",0.115583999637781,0.000254900041721407
"KBTBD2","HLA-G",0.115559426091561,0.00025567934945316
"KBTBD2","TMEM143",0.115549703047139,0.000255988314602728
"KBTBD2","B3GALNT1",0.115523172954041,0.000256833129564683
"KBTBD2","RIN3",0.115487097500527,0.000257986092425059
"KBTBD2","PFKFB1",0.115374542687577,0.000261614539228785
"KBTBD2","TMC6",0.115313348726258,0.000263607251345896
